,algorithm,goal_reached,solution_length,explored_states
1028,GoalAgentDFS,True,1261,6954
1029,GoalAgentDLS,False,0,3179
1030,GoalAgentUCS,True,36,2293
1031,GoalAgentBFS,True,70,4610
1032,GoalAgentDLS,False,0,3951
1033,GoalAgentAStar,True,36,211
1034,GoalAgentBFS,True,10,172
1035,GoalAgentBFS,True,121,7878
1036,GoalAgentDFS,True,814,1316
1037,GoalAgentUCS,True,31,1390
1038,GoalAgentDFS,True,628,692
1039,GoalAgentAStar,True,31,253
1040,GoalAgentDLS,False,0,2426
1041,GoalAgentDFS,True,743,2766
1042,GoalAgentDLS,True,120,2570
1043,GoalAgentUCS,True,10,172
1044,GoalAgentAStar,True,10,30
1045,GoalAgentBFS,True,48,2435
1046,GoalAgentDLS,False,0,3277
1047,GoalAgentBFS,True,45,2331
1048,GoalAgentUCS,True,70,4610
1049,GoalAgentAStar,True,70,1184
1050,GoalAgentDFS,True,1918,5808
1051,GoalAgentDFS,True,2491,4589
1052,GoalAgentBFS,True,42,1688
1053,GoalAgentDFS,True,734,1131
1054,GoalAgentDLS,False,0,1773
1055,GoalAgentDLS,False,0,3808
1056,GoalAgentUCS,True,121,7878
1057,GoalAgentDLS,True,120,1673
1058,GoalAgentUCS,True,48,2435
1059,GoalAgentUCS,True,45,2331
1060,GoalAgentUCS,True,42,1688
1061,GoalAgentAStar,True,48,384
1062,GoalAgentAStar,True,45,375
1063,GoalAgentAStar,True,42,367
1064,GoalAgentBFS,True,29,780
1065,GoalAgentAStar,True,121,4304
1066,GoalAgentDFS,True,415,3699
1067,GoalAgentDLS,True,141,1327
1068,GoalAgentBFS,True,60,6096
1069,GoalAgentUCS,True,29,780
1070,GoalAgentAStar,True,29,137
1071,GoalAgentBFS,True,117,7228
1072,GoalAgentDFS,True,999,1521
1073,GoalAgentDFS,True,2094,4381
1074,GoalAgentBFS,True,46,3595
1075,GoalAgentDLS,False,0,2370
1076,GoalAgentBFS,True,117,8036
1077,GoalAgentDLS,False,0,2240
1078,GoalAgentDFS,True,2034,3124
1079,GoalAgentDLS,True,142,3178
1080,GoalAgentDFS,True,981,5617
1081,GoalAgentUCS,True,60,6096
1082,GoalAgentUCS,True,117,7228
1083,GoalAgentAStar,True,60,1083
1084,GoalAgentUCS,True,46,3595
1085,GoalAgentDLS,False,0,4669
1086,GoalAgentAStar,True,46,615
1087,GoalAgentAStar,True,117,3427
1088,GoalAgentBFS,True,76,5370
1089,GoalAgentBFS,True,31,1672
1090,GoalAgentDFS,True,1138,2555
1091,GoalAgentBFS,True,87,5941
1092,GoalAgentDFS,True,883,961
1093,GoalAgentUCS,True,117,8036
1094,GoalAgentDLS,False,0,1378
1095,GoalAgentDLS,False,0,3104
1096,GoalAgentDFS,True,1399,5373
1097,GoalAgentDLS,False,0,4704
1098,GoalAgentAStar,True,117,3062
1099,GoalAgentUCS,True,31,1672
1100,GoalAgentUCS,True,76,5370
1101,GoalAgentAStar,True,31,182
1102,GoalAgentUCS,True,87,5941
